DivisionNm,CountNum,PPId,ALP,GRN,IND,LNP,ONP,OTH,TEAL
Cowper,3,472,0.2727,-1.0,0.5455,0.0909,0.0909,0.0,
Cowper,3,473,0.1714,-1.0,0.7429000000000001,0.0857,0.0,0.0,
Cowper,3,474,0.2727,-1.0,0.5,0.0909,0.1364,0.0,
Cowper,3,475,0.3333,-1.0,0.561,0.065,0.0407,0.0,
Cowper,3,476,0.3333333333333333,-1.0,0.3333333333333333,0.2222222222222222,0.1111111111111111,0.0,
Cowper,3,477,0.44439999999999996,-1.0,0.3889,0.11109999999999999,0.0556,0.0,
Cowper,3,482,0.23259999999999997,-1.0,0.5813999999999999,0.13949999999999999,0.0465,0.0,
Cowper,3,483,0.32530000000000003,-1.0,0.39759999999999995,0.1928,0.0843,0.0,
Cowper,3,485,0.2963,-1.0,0.4444,0.07410000000000001,0.18520000000000003,0.0,
Cowper,3,486,0.18368163183681635,-1.0,0.5305469453054695,0.14288571142885712,0.14288571142885712,0.0,
Cowper,3,489,0.20727927207279273,-1.0,0.6097390260973903,0.09759024097590242,0.08539146085391461,0.0,
Cowper,3,491,0.44439999999999996,-1.0,0.5556,0.0,0.0,0.0,
Cowper,3,492,0.15381538153815383,-1.0,0.7692769276927693,0.0,0.07690769076907691,0.0,
Cowper,3,493,0.3052694730526947,-1.0,0.5473452654734525,0.08419158084191579,0.0631936806319368,0.0,
Cowper,3,494,0.2753724627537246,-1.0,0.4782521747825218,0.12318768123187683,0.12318768123187683,0.0,
Cowper,3,495,0.25,-1.0,0.48210000000000003,0.17859999999999998,0.08929999999999999,0.0,
Cowper,3,499,0.3614361436143614,-1.0,0.5301530153015301,0.0602060206020602,0.0482048204820482,0.0,
Cowper,3,500,0.3263673632636736,-1.0,0.4791520847915208,0.11808819118088192,0.0763923607639236,0.0,
Cowper,3,501,0.375,-1.0,0.4375,0.1458,0.0417,0.0,
Cowper,3,502,0.3152,-1.0,0.4022,0.1739,0.10869999999999999,0.0,
Cowper,3,503,0.4375,-1.0,0.4375,0.0625,0.0625,0.0,
Cowper,3,504,0.25,-1.0,0.625,0.0,0.125,0.0,
Cowper,3,506,0.25,-1.0,0.5,0.16670000000000001,0.0833,0.0,
Cowper,3,507,0.31483148314831483,-1.0,0.6296629662966297,0.018501850185018504,0.03700370037003701,0.0,
Cowper,3,510,0.25,-1.0,0.575,0.1125,0.0625,0.0,
Cowper,3,511,0.2222222222222222,-1.0,0.5833583358335833,0.08330833083308331,0.1111111111111111,0.0,
Cowper,3,512,0.2268,-1.0,0.6082,0.0928,0.0722,0.0,
Cowper,3,514,0.4286,-1.0,0.5714,0.0,0.0,0.0,
Cowper,3,515,0.2667,-1.0,0.3333,0.2,0.2,0.0,
Cowper,3,516,0.12,-1.0,0.84,0.04,0.0,0.0,
Cowper,3,517,0.3226,-1.0,0.4301,0.1505,0.0968,0.0,
Cowper,3,519,0.3,-1.0,0.6667000000000001,0.0,0.0333,0.0,
Cowper,3,520,0.1707,-1.0,0.7439,0.048799999999999996,0.0366,0.0,
Cowper,3,521,0.25002500250025006,-1.0,0.5833583358335833,0.08330833083308331,0.08330833083308331,0.0,
Cowper,3,522,0.3114688531146885,-1.0,0.5573442655734426,0.032796720327967196,0.0983901609839016,0.0,
Cowper,3,523,0.2727,-1.0,0.7273000000000001,0.0,0.0,0.0,
Cowper,3,527,0.35710000000000003,-1.0,0.4286,0.2143,0.0,0.0,
Cowper,3,2067,0.2,-1.0,0.6909000000000001,0.0182,0.0909,0.0,
Cowper,3,2090,0.32909999999999995,-1.0,0.49369999999999997,0.0633,0.1139,0.0,
Cowper,3,8868,0.2857,-1.0,0.7143,0.0,0.0,0.0,
Cowper,3,11941,0.25,-1.0,0.625,0.0,0.125,0.0,
Cowper,3,31458,0.39770000000000005,-1.0,0.4205,0.0795,0.1023,0.0,
Cowper,3,31727,0.3131,-1.0,0.5758,0.050499999999999996,0.060599999999999994,0.0,
Cowper,3,32333,0.42110000000000003,-1.0,0.47370000000000007,0.026300000000000004,0.07890000000000001,0.0,
Cowper,3,33677,0.33880000000000005,-1.0,0.5092,0.08789999999999999,0.0641,0.0,
Cowper,3,33678,0.26389999999999997,-1.0,0.5300999999999999,0.11339999999999999,0.09259999999999999,0.0,
Cowper,3,33737,0.28877112288771123,-1.0,0.5646435356464354,0.08189181081891811,0.06469353064693531,0.0,
Cowper,3,33739,0.25989999999999996,-1.0,0.5979,0.0719,0.0703,0.0,
Cowper,3,33903,0.3636363636363636,-1.0,0.45454545454545453,0.1136113611361136,0.06820682068206821,0.0,
Cowper,3,65448,0.0,-1.0,1.0,0.0,0.0,0.0,
Cowper,3,83637,0.1579157915791579,-1.0,0.5789578957895789,0.21052105210521052,0.0526052605260526,0.0,
Cowper,3,83751,0.2857,-1.0,0.5238,0.047599999999999996,0.1429,0.0,
Cowper,3,83752,0.28572857285728576,-1.0,0.523852385238524,0.09520952095209521,0.09520952095209521,0.0,
Cowper,3,83753,0.5556,-1.0,0.3333,0.0,0.11109999999999999,0.0,
Cowper,3,83890,0.1948,-1.0,0.7662,0.013000000000000001,0.026000000000000002,0.0,
Cowper,3,97473,0.3809619038096191,-1.0,0.4523547645235477,0.14288571142885712,0.023797620237976203,0.0,
Cowper,3,97476,0.44439999999999996,-1.0,0.2778,0.22219999999999998,0.0556,0.0,
Cowper,3,98101,0.3787,-1.0,0.4585,0.0897,0.0731,0.0,
Cowper,3,108447,0.2857,-1.0,0.2857,0.1429,0.2857,0.0,
Cowper,3,108568,0.19048095190480954,-1.0,0.6666333366663334,0.14288571142885712,0.0,0.0,
Cowper,4,0,0.21625,0.0,0.409475,0.374275,-1.0,0.0,
Cowper,4,454,0.125,0.0,0.4375,0.4375,-1.0,0.0,
Cowper,4,456,0.0956,0.0,0.5735,0.3309,-1.0,0.0,
Cowper,4,458,0.12279999999999999,0.0,0.3772,0.5,-1.0,0.0,
Cowper,4,459,0.1484,0.0,0.35159999999999997,0.5,-1.0,0.0,
Cowper,4,460,0.2622,0.0,0.39020000000000005,0.34759999999999996,-1.0,0.0,
Cowper,4,462,0.2676,0.0,0.36619999999999997,0.36619999999999997,-1.0,0.0,
Cowper,4,464,0.3096309630963096,0.0,0.3147314731473147,0.37563756375637564,-1.0,0.0,
Cowper,4,465,0.196980301969803,0.0,0.38636136386361364,0.4166583341665833,-1.0,0.0,
Cowper,4,466,0.2018,0.0,0.42979999999999996,0.36840000000000006,-1.0,0.0,
Cowper,4,468,0.1912,0.0,0.3529,0.4559,-1.0,0.0,
Cowper,4,470,0.175,0.0,0.325,0.5,-1.0,0.0,
Cowper,4,471,0.1531,0.0,0.3061,0.5408,-1.0,0.0,
Cowper,4,472,0.2358235823582358,0.0,0.31133113311331134,0.4528452845284529,-1.0,0.0,
Cowper,4,473,0.2353,0.0,0.4118,0.3529,-1.0,0.0,
Cowper,4,474,0.19879999999999998,0.0,0.2711,0.5301,-1.0,0.0,
Cowper,4,475,0.21712171217121712,0.0,0.3289328932893289,0.45394539453945393,-1.0,0.0,
Cowper,4,476,0.14288571142885712,0.0,0.42855714428557146,0.42855714428557146,-1.0,0.0,
Cowper,4,477,0.20967903209679034,0.0,0.30646935306469353,0.4838516148385162,-1.0,0.0,
Cowper,4,482,0.24530000000000002,0.0,0.3019,0.45280000000000004,-1.0,0.0,
Cowper,4,483,0.22390000000000002,0.0,0.3657,0.4104,-1.0,0.0,
Cowper,4,485,0.2,0.0,0.3091,0.49090000000000006,-1.0,0.0,
Cowper,4,486,0.13728627137286273,0.0,0.42155784421557846,0.44115588441155884,-1.0,0.0,
Cowper,4,489,0.1707170717071707,0.0,0.35773577357735775,0.4715471547154715,-1.0,0.0,
Cowper,4,491,0.2,0.0,0.4,0.4,-1.0,0.0,
Cowper,4,492,0.22219999999999998,0.0,0.22219999999999998,0.5556,-1.0,0.0,
Cowper,4,493,0.25547445255474455,0.0,0.29197080291970806,0.45255474452554745,-1.0,0.0,
Cowper,4,494,0.20612061206120613,0.0,0.3333333333333333,0.46054605460546055,-1.0,0.0,
Cowper,4,495,0.21,0.0,0.35,0.44,-1.0,0.0,
Cowper,4,499,0.2391,0.0,0.39130000000000004,0.3696,-1.0,0.0,
Cowper,4,500,0.2561,0.0,0.34149999999999997,0.40240000000000004,-1.0,0.0,
Cowper,4,501,0.17579999999999998,0.0,0.4286,0.3956,-1.0,0.0,
Cowper,4,502,0.18420000000000003,0.0,0.375,0.44079999999999997,-1.0,0.0,
Cowper,4,503,0.2,0.0,0.3714,0.4286,-1.0,0.0,
Cowper,4,504,0.04,0.0,0.44,0.52,-1.0,0.0,
Cowper,4,506,0.21739999999999998,0.0,0.35869999999999996,0.4239,-1.0,0.0,
Cowper,4,507,0.2,0.0,0.5125,0.2875,-1.0,0.0,
Cowper,4,510,0.23399999999999999,0.0,0.2766,0.4894,-1.0,0.0,
Cowper,4,511,0.2833,0.0,0.2667,0.45,-1.0,0.0,
Cowper,4,512,0.2526252625262526,0.0,0.2526252625262526,0.4947494749474947,-1.0,0.0,
Cowper,4,514,0.28,0.0,0.36,0.36,-1.0,0.0,
Cowper,4,515,0.1463146314631463,0.0,0.4146414641464146,0.439043904390439,-1.0,0.0,
Cowper,4,516,0.3333,0.0,0.3077,0.359,-1.0,0.0,
Cowper,4,517,0.2139,0.0,0.385,0.4011,-1.0,0.0,
Cowper,4,519,0.1277,0.0,0.3404,0.5318999999999999,-1.0,0.0,
Cowper,4,520,0.18710000000000002,0.0,0.3613,0.45159999999999995,-1.0,0.0,
Cowper,4,521,0.13331333133313333,0.0,0.3333333333333333,0.5333533353335334,-1.0,0.0,
Cowper,4,522,0.1961,0.0,0.4412,0.3627,-1.0,0.0,
Cowper,4,523,0.25489999999999996,0.0,0.3333,0.4118,-1.0,0.0,
Cowper,4,527,0.2152,0.0,0.2532,0.5316,-1.0,0.0,
Cowper,4,2067,0.1519,0.0,0.29109999999999997,0.557,-1.0,0.0,
Cowper,4,2090,0.16668333166683333,0.0,0.38236176382361764,0.45095490450954906,-1.0,0.0,
Cowper,4,8868,0.18421842184218423,0.0,0.2368236823682368,0.5789578957895789,-1.0,0.0,
Cowper,4,11941,0.11109999999999999,0.0,0.3056,0.5832999999999999,-1.0,0.0,
Cowper,4,31458,0.2237,0.0,0.3289,0.4474,-1.0,0.0,
Cowper,4,31727,0.19149999999999998,0.0,0.3298,0.47869999999999996,-1.0,0.0,
Cowper,4,32333,0.2,0.0,0.3909,0.40909999999999996,-1.0,0.0,
Cowper,4,33677,0.19870000000000002,0.0,0.341,0.4603,-1.0,0.0,
Cowper,4,33678,0.1923,0.0,0.2998,0.5079,-1.0,0.0,
Cowper,4,33737,0.21612161216121611,0.0,0.27522752275227524,0.5086508650865087,-1.0,0.0,
Cowper,4,33739,0.2104,0.0,0.3214,0.4682,-1.0,0.0,
Cowper,4,33903,0.1625,0.0,0.3,0.5375,-1.0,0.0,
Cowper,4,65448,0.0,0.0,1.0,0.0,-1.0,0.0,
Cowper,4,83637,0.2,0.0,0.48,0.32,-1.0,0.0,
Cowper,4,83751,0.39130000000000004,0.0,0.2609,0.3478,-1.0,0.0,
Cowper,4,83752,0.2903,0.0,0.22579999999999997,0.4839,-1.0,0.0,
Cowper,4,83753,0.3,0.0,0.4,0.3,-1.0,0.0,
Cowper,4,83890,0.23399999999999999,0.0,0.38299999999999995,0.38299999999999995,-1.0,0.0,
Cowper,4,97473,0.13949999999999999,0.0,0.3256,0.5349,-1.0,0.0,
Cowper,4,97476,0.2903,0.0,0.2903,0.4194,-1.0,0.0,
Cowper,4,98101,0.22519999999999998,0.0,0.36939999999999995,0.4054,-1.0,0.0,
Cowper,4,108447,0.75,0.0,0.0,0.25,-1.0,0.0,
Cowper,4,108568,0.1739,0.0,0.39130000000000004,0.43479999999999996,-1.0,0.0,
Cowper,5,0,-1.0,0.0,0.6243500000000001,0.37565,0.0,0.0,
Cowper,5,454,-1.0,0.0,0.5926,0.40740000000000004,0.0,0.0,
Cowper,5,456,-1.0,0.0,0.8497,0.1503,0.0,0.0,
Cowper,5,458,-1.0,0.0,0.7445,0.2555,0.0,0.0,
Cowper,5,459,-1.0,0.0,0.6324000000000001,0.3676,0.0,0.0,
Cowper,5,460,-1.0,0.0,0.6849,0.3151,0.0,0.0,
Cowper,5,462,-1.0,0.0,0.5917,0.4083,0.0,0.0,
Cowper,5,464,-1.0,0.0,0.721,0.27899999999999997,0.0,0.0,
Cowper,5,465,-1.0,0.0,0.7349,0.2651,0.0,0.0,
Cowper,5,466,-1.0,0.0,0.6674,0.3326,0.0,0.0,
Cowper,5,468,-1.0,0.0,0.7073,0.2927,0.0,0.0,
Cowper,5,470,-1.0,0.0,0.6912,0.30879999999999996,0.0,0.0,
Cowper,5,471,-1.0,0.0,0.703,0.297,0.0,0.0,
Cowper,5,472,-1.0,0.0,0.5618,0.4382,0.0,0.0,
Cowper,5,473,-1.0,0.0,0.6,0.4,0.0,0.0,
Cowper,5,474,-1.0,0.0,0.6831999999999999,0.31679999999999997,0.0,0.0,
Cowper,5,475,-1.0,0.0,0.7724,0.22760000000000002,0.0,0.0,
Cowper,5,476,-1.0,0.0,0.6786,0.3214,0.0,0.0,
Cowper,5,477,-1.0,0.0,0.7412000000000001,0.2588,0.0,0.0,
Cowper,5,482,-1.0,0.0,0.6516,0.34840000000000004,0.0,0.0,
Cowper,5,483,-1.0,0.0,0.6184000000000001,0.38159999999999994,0.0,0.0,
Cowper,5,485,-1.0,0.0,0.6452,0.35479999999999995,0.0,0.0,
Cowper,5,486,-1.0,0.0,0.6779999999999999,0.322,0.0,0.0,
Cowper,5,489,-1.0,0.0,0.6953,0.30469999999999997,0.0,0.0,
Cowper,5,491,-1.0,0.0,0.8824,0.1176,0.0,0.0,
Cowper,5,492,-1.0,0.0,0.8382,0.1618,0.0,0.0,
Cowper,5,493,-1.0,0.0,0.6912,0.30879999999999996,0.0,0.0,
Cowper,5,494,-1.0,0.0,0.6909000000000001,0.3091,0.0,0.0,
Cowper,5,495,-1.0,0.0,0.6890999999999999,0.3109,0.0,0.0,
Cowper,5,499,-1.0,0.0,0.7456999999999999,0.25429999999999997,0.0,0.0,
Cowper,5,500,-1.0,0.0,0.6977,0.3023,0.0,0.0,
Cowper,5,501,-1.0,0.0,0.6993,0.3007,0.0,0.0,
Cowper,5,502,-1.0,0.0,0.6879000000000001,0.3121,0.0,0.0,
Cowper,5,503,-1.0,0.0,0.7308,0.2692,0.0,0.0,
Cowper,5,504,-1.0,0.0,0.8065000000000001,0.1935,0.0,0.0,
Cowper,5,506,-1.0,0.0,0.7,0.3,0.0,0.0,
Cowper,5,507,-1.0,0.0,0.7521,0.24789999999999998,0.0,0.0,
Cowper,5,510,-1.0,0.0,0.6679999999999999,0.332,0.0,0.0,
Cowper,5,511,-1.0,0.0,0.6718999999999999,0.3281,0.0,0.0,
Cowper,5,512,-1.0,0.0,0.8115000000000001,0.1885,0.0,0.0,
Cowper,5,514,-1.0,0.0,0.5185,0.4815,0.0,0.0,
Cowper,5,515,-1.0,0.0,0.6102000000000001,0.3898,0.0,0.0,
Cowper,5,516,-1.0,0.0,0.5,0.5,0.0,0.0,
Cowper,5,517,-1.0,0.0,0.6939,0.3061,0.0,0.0,
Cowper,5,519,-1.0,0.0,0.6905,0.3095,0.0,0.0,
Cowper,5,520,-1.0,0.0,0.7101999999999999,0.2898,0.0,0.0,
Cowper,5,521,-1.0,0.0,0.7631999999999999,0.2368,0.0,0.0,
Cowper,5,522,-1.0,0.0,0.6839,0.3161,0.0,0.0,
Cowper,5,523,-1.0,0.0,0.5489999999999999,0.451,0.0,0.0,
Cowper,5,527,-1.0,0.0,0.6986,0.3014,0.0,0.0,
Cowper,5,2067,-1.0,0.0,0.7581,0.2419,0.0,0.0,
Cowper,5,2090,-1.0,0.0,0.758,0.242,0.0,0.0,
Cowper,5,8868,-1.0,0.0,0.6409999999999999,0.359,0.0,0.0,
Cowper,5,11941,-1.0,0.0,0.7297,0.2703,0.0,0.0,
Cowper,5,31458,-1.0,0.0,0.6898000000000001,0.3102,0.0,0.0,
Cowper,5,31727,-1.0,0.0,0.6743000000000001,0.3257,0.0,0.0,
Cowper,5,32333,-1.0,0.0,0.7433,0.25670000000000004,0.0,0.0,
Cowper,5,33677,-1.0,0.0,0.7339,0.2661,0.0,0.0,
Cowper,5,33678,-1.0,0.0,0.6779000000000001,0.3221,0.0,0.0,
Cowper,5,33737,-1.0,0.0,0.7459,0.2541,0.0,0.0,
Cowper,5,33739,-1.0,0.0,0.7268000000000001,0.2732,0.0,0.0,
Cowper,5,33903,-1.0,0.0,0.6875,0.3125,0.0,0.0,
Cowper,5,65448,-1.0,0.0,0.6667000000000001,0.3333,0.0,0.0,
Cowper,5,83637,-1.0,0.0,0.7797,0.22030000000000002,0.0,0.0,
Cowper,5,83751,-1.0,0.0,0.6718999999999999,0.3281,0.0,0.0,
Cowper,5,83752,-1.0,0.0,0.6613,0.3387,0.0,0.0,
Cowper,5,83753,-1.0,0.0,0.6786,0.3214,0.0,0.0,
Cowper,5,83890,-1.0,0.0,0.7018000000000001,0.2982,0.0,0.0,
Cowper,5,97473,-1.0,0.0,0.6783,0.32170000000000004,0.0,0.0,
Cowper,5,97476,-1.0,0.0,0.6415000000000001,0.35850000000000004,0.0,0.0,
Cowper,5,98101,-1.0,0.0,0.6911,0.3089,0.0,0.0,
Cowper,5,108447,-1.0,0.0,0.5,0.5,0.0,0.0,
Cowper,5,108568,-1.0,0.0,0.6182,0.3818,0.0,0.0,
Cunningham,1,0,0.28787204037705033,0.42462703184146067,,0.12198471016106287,0.16551621762042598,-1.0,
Cunningham,1,539,0.2222666666666667,0.27773333333333333,,0.0556,0.44439999999999996,-1.0,
Cunningham,1,542,0.5,0.3749531308586426,,0.12504686914135732,0.0,-1.0,
Cunningham,1,543,0.444460494005489,0.3333814820164669,,0.0,0.22215802397804424,-1.0,
Cunningham,1,544,0.3751015764667641,0.24995936941329433,,0.24995936941329433,0.12497968470664717,-1.0,
Cunningham,1,546,0.42871022589264024,0.28564488705367985,,0.14282244352683993,0.14282244352683993,-1.0,
Cunningham,1,550,0.5,0.3333333333333333,,0.0,0.16666666666666666,-1.0,
Cunningham,1,551,0.27274214659685864,0.4545157068062827,,0.09096858638743455,0.18177356020942406,-1.0,
Cunningham,1,553,0.27275041364388447,0.1818760341097111,,0.09087437953417335,0.45449917271223117,-1.0,
Cunningham,1,554,0.0,0.0,,0.0,1.0,-1.0,
Cunningham,1,555,0.1667194426852438,0.5832805573147561,,0.08328055731475617,0.1667194426852438,-1.0,
Cunningham,1,556,0.2000559988800224,0.49993000139997207,,0.2000559988800224,0.0999580008399832,-1.0,
Cunningham,1,557,0.1111111111111111,0.5555555555555556,,0.0,0.3333333333333333,-1.0,
Cunningham,1,561,0.2000239980801536,0.3999280057595392,,0.06671466282697383,0.3333333333333333,-1.0,
Cunningham,1,562,0.1,0.6,,0.0,0.3,-1.0,
Cunningham,1,563,0.2857142857142857,0.42857142857142855,,0.0,0.2857142857142857,-1.0,
Cunningham,1,565,0.39999999999999997,0.19999999999999998,,0.06672443674176776,0.3332755632582322,-1.0,
Cunningham,1,566,0.3333333333333333,0.4166666666666667,,0.08333333333333333,0.16666666666666666,-1.0,
Cunningham,1,1199,0.0,0.5999520038396928,,0.2000239980801536,0.2000239980801536,-1.0,
Cunningham,1,1212,0.307700592353258,0.307700592353258,,0.07689822294022618,0.307700592353258,-1.0,
Cunningham,1,1213,0.0,0.5,,0.25,0.25,-1.0,
Cunningham,1,1229,0.0,1.0,,0.0,0.0,-1.0,
Cunningham,1,1235,0.0,0.0,,0.0,0.0,-1.0,
Cunningham,1,1661,0.25003749812509374,0.49992500374981247,,0.0,0.25003749812509374,-1.0,
Cunningham,1,1662,0.2500437445319335,0.3749781277340333,,0.2500437445319335,0.12493438320209974,-1.0,
Cunningham,1,1664,0.3333333333333333,0.0,,0.0,0.6666666666666666,-1.0,
Cunningham,1,1666,0.15384615384615385,0.38461538461538464,,0.07692307692307693,0.38461538461538464,-1.0,
Cunningham,1,1668,0.0,0.25,,0.25,0.5,-1.0,
Cunningham,1,1678,0.09520861706078991,0.47616689364863196,,0.14287482976352606,0.2857496595270521,-1.0,
Cunningham,1,1679,0.30770473267646586,0.23081893070586335,,0.15377160394120498,0.30770473267646586,-1.0,
Cunningham,1,1682,0.1000449977501125,0.799910004499775,,0.0,0.1000449977501125,-1.0,
Cunningham,1,1689,0.4000479961603072,0.19990400767938565,,0.4000479961603072,0.0,-1.0,
Cunningham,1,1696,0.4,0.4,,0.2,0.0,-1.0,
Cunningham,1,1699,0.37504062398440036,0.24991875203119923,,0.0,0.37504062398440036,-1.0,
Cunningham,1,1703,0.08330971946727117,0.4999999999999999,,0.08330971946727117,0.3333805610654576,-1.0,
Cunningham,1,1704,0.6000240009600384,0.0,,0.39997599903996156,0.0,-1.0,
Cunningham,1,1705,0.2727024815925825,0.36364875920370876,,0.0,0.36364875920370876,-1.0,
Cunningham,1,1709,1.0,0.0,,0.0,0.0,-1.0,
Cunningham,1,1710,0.0,0.5714040802331561,,0.2857877593005315,0.14280816046631237,-1.0,
Cunningham,1,1711,0.20002799552071668,0.5999440089585666,,0.0,0.20002799552071668,-1.0,
Cunningham,1,11499,0.0,0.6923289947382997,,0.15383550263085016,0.15383550263085016,-1.0,
Cunningham,1,11923,0.2307905302505884,0.46144261387235214,,0.2307905302505884,0.07697632562647098,-1.0,
Cunningham,1,31754,0.22219999999999998,0.6667000000000001,,0.11109999999999999,0.0,-1.0,
Cunningham,1,34033,0.27780259044216166,0.36668155426529697,,0.17775792764627066,0.17775792764627066,-1.0,
Cunningham,1,65460,0.0,0.0,,0.0,0.0,-1.0,
Cunningham,1,65820,0.10522991409802931,0.6316321374431532,,0.026275896917635173,0.23686205154118242,-1.0,
Cunningham,1,83535,0.2999520076787714,0.2500399936010238,,0.2500399936010238,0.19996800511918092,-1.0,
Cunningham,1,83549,0.499912510936133,0.2500437445319335,,0.0,0.2500437445319335,-1.0,
Cunningham,1,83621,0.27709899749373434,0.2891604010025063,,0.1807644110275689,0.25297619047619047,-1.0,
Cunningham,1,97796,0.5,0.25,,0.25,0.0,-1.0,
Cunningham,1,97800,0.5,0.3333,,0.0,0.16670000000000001,-1.0,
Cunningham,1,97803,0.11763633047601679,0.3529089914280504,,0.2941820171438993,0.23527266095203359,-1.0,
Cunningham,2,0,0.2020412235938079,0.16423867491518657,,0.43219203466659056,0.20152806682441482,-1.0,
Cunningham,2,539,0.12124793193098557,0.21212479319309854,,0.45450248168281726,0.21212479319309854,-1.0,
Cunningham,2,542,0.21622264509990485,0.026998097050428164,,0.513558515699334,0.243220742150333,-1.0,
Cunningham,2,543,0.23816666666666667,0.14283333333333334,,0.619,0.0,-1.0,
Cunningham,2,544,0.0,0.28001391949889803,,0.3200324788307621,0.3999536016703398,-1.0,
Cunningham,2,546,0.11761314499855867,0.11761314499855867,,0.47059671375036033,0.29417699625252236,-1.0,
Cunningham,2,550,0.0,0.08330833083308331,,0.3333333333333333,0.5833583358335833,-1.0,
Cunningham,2,551,0.1428891126776323,0.0476670023497818,,0.5713326619671031,0.23811122300548282,-1.0,
Cunningham,2,553,0.047619047619047616,0.2857142857142857,,0.6190476190476191,0.047619047619047616,-1.0,
Cunningham,2,554,0.2,0.0,,0.6,0.2,-1.0,
Cunningham,2,555,0.12005631639575069,0.15998976065531806,,0.5599641622936132,0.15998976065531806,-1.0,
Cunningham,2,556,0.15381952457881376,0.07696745903531041,,0.615393491807062,0.15381952457881376,-1.0,
Cunningham,2,557,0.19996999699969997,0.3000300030003,,0.5,0.0,-1.0,
Cunningham,2,561,0.1071179830059897,0.2142359660119794,,0.42861122719041644,0.2500348237916144,-1.0,
Cunningham,2,562,0.07142857142857142,0.21428571428571427,,0.5,0.21428571428571427,-1.0,
Cunningham,2,563,0.3,0.3,,0.2,0.2,-1.0,
Cunningham,2,565,0.06671466282697383,0.06671466282697383,,0.5332373410127189,0.3333333333333333,-1.0,
Cunningham,2,566,0.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,-1.0,
Cunningham,2,1199,0.0832944470368642,0.16670555296313577,,0.5832944470368642,0.16670555296313577,-1.0,
Cunningham,2,1212,0.1363586778662594,0.0,,0.4090760335987782,0.45456528853496236,-1.0,
Cunningham,2,1213,0.18753515581055238,0.12498593767577905,,0.37495781302733716,0.31252109348633145,-1.0,
Cunningham,2,1229,0.09090909090909091,0.27272727272727276,,0.36363636363636365,0.27272727272727276,-1.0,
Cunningham,2,1235,0.16670000000000001,0.0,,0.3333,0.5,-1.0,
Cunningham,2,1661,0.0,0.1999739955792485,,0.6000520088415031,0.1999739955792485,-1.0,
Cunningham,2,1662,0.21213682258396868,0.12116216773130022,,0.4848547290335875,0.1818462806511436,-1.0,
Cunningham,2,1664,0.1,0.1,,0.6,0.2,-1.0,
Cunningham,2,1666,0.15150082722760577,0.12124793193098557,,0.5757504136138029,0.15150082722760577,-1.0,
Cunningham,2,1668,0.07695029188041747,0.15390058376083493,,0.46152485405979127,0.30762427029895634,-1.0,
Cunningham,2,1678,0.09680624556422995,0.22583392476933994,,0.38708303761533,0.2902767920511001,-1.0,
Cunningham,2,1679,0.2,0.11428571428571428,,0.42857142857142855,0.2571428571428571,-1.0,
Cunningham,2,1682,0.21741474592263108,0.1304758053646044,,0.4782315675967111,0.17387788111605337,-1.0,
Cunningham,2,1689,0.11999040076793856,0.23998080153587711,,0.44000479961603073,0.2000239980801536,-1.0,
Cunningham,2,1696,0.16668426052992716,0.0555262324501214,,0.6111052464900244,0.16668426052992716,-1.0,
Cunningham,2,1699,0.16670740650207774,0.16670740650207774,,0.2221950623319482,0.4443901246638964,-1.0,
Cunningham,2,1703,0.14282584884994523,0.09529025191675794,,0.5714129244249726,0.19047097480832423,-1.0,
Cunningham,2,1704,0.2222222222222222,0.1111111111111111,,0.5555555555555556,0.1111111111111111,-1.0,
Cunningham,2,1705,0.10522991409802931,0.10522991409802931,,0.5264022233451239,0.26313794845881755,-1.0,
Cunningham,2,1709,0.0,0.0,,1.0,0.0,-1.0,
Cunningham,2,1710,0.15380325674771358,0.07695739460182914,,0.7307606513495427,0.03847869730091457,-1.0,
Cunningham,2,1711,0.1428408181922066,0.10718774997143184,,0.607130613644155,0.1428408181922066,-1.0,
Cunningham,2,11499,0.11320754716981132,0.09433962264150944,,0.4339622641509434,0.3584905660377358,-1.0,
Cunningham,2,11923,0.21875,0.15625,,0.3125,0.3125,-1.0,
Cunningham,2,31754,0.09997666822211854,0.2666822211852543,,0.36665888940737285,0.2666822211852543,-1.0,
Cunningham,2,34033,0.12903225806451613,0.125,,0.5564516129032258,0.18951612903225806,-1.0,
Cunningham,2,65460,0.0,0.0,,0.0,0.0,-1.0,
Cunningham,2,65820,0.07937427578215527,0.03174971031286211,,0.5872537659327925,0.30162224797219006,-1.0,
Cunningham,2,83535,0.13795350858135996,0.06886812948077341,,0.5518140343254399,0.24136432761242665,-1.0,
Cunningham,2,83549,0.06668488658103307,0.2000546597430992,,0.5998906805138015,0.13336977316206614,-1.0,
Cunningham,2,83621,0.17427385892116182,0.0995850622406639,,0.5020746887966805,0.22406639004149378,-1.0,
Cunningham,2,97796,0.0,0.25,,0.6,0.15,-1.0,
Cunningham,2,97800,0.0,0.125,,0.75,0.125,-1.0,
Cunningham,2,97803,0.2608799617407939,0.15219990435198472,,0.3695600191296031,0.2173601147776184,-1.0,
Cunningham,2,108584,0.0,0.0,,0.8,0.2,-1.0,
Cunningham,3,0,0.135993200339983,0.13409329533523326,,0.19151542422878856,0.5383980800959952,-1.0,
Cunningham,3,539,0.12961296129612962,0.20372037203720372,,0.1759175917591759,0.4907490749074907,-1.0,
