DivisionNm,upto50k,50to99k,100to150k,150kplus,18to34,35to49,50to64,65plus,female,male,englishonly,nonenglish,christian,noreligion,notertiary,tafe,university
Grey,0.07285433598285256,0.6980664463695633,0.1562248816647316,0.07285433598285256,0.22640815275376183,0.2092564659136897,0.2761193480740223,0.2882160332585262,0.4934804413239719,0.506519558676028,0.9394388772496656,0.06056112275033445,0.4640975075683127,0.5359024924316873,0.21081287090978384,0.5952659661349159,0.19392116295530026
Griffith,0.15818885857608025,0.4895384141511925,0.194083868696647,0.15818885857608025,0.4005403255667247,0.2782676668632318,0.19246012699022202,0.12873188057982143,0.5111774311616645,0.48882256883833547,0.793803988482457,0.20619601151754294,0.4712129572527508,0.5287870427472492,0.09634303974722631,0.3043068471509102,0.5993501131018635
Groom,0.0722979700485644,0.6983114217787982,0.1570926381240729,0.0722979700485644,0.2843635291033036,0.23507964079706345,0.2324003670686943,0.24815646303093863,0.517175572519084,0.48282442748091603,0.9005119263769902,0.0994880736230098,0.6337088969731219,0.3662911030268781,0.13191417600664176,0.5395132835201328,0.3285725404732254
Hasluck,0.07788976434740277,0.6617384562681428,0.18248201503705172,0.07788976434740277,0.31675908150906706,0.28739505491336625,0.22019724320895093,0.17564862036861575,0.5045548885823298,0.4954451114176702,0.738815785168851,0.26118421483114895,0.5212229283830948,0.4787770716169052,0.13026899701982014,0.5445270103200115,0.3252039926601684
Hawke,0.05538973136481099,0.7284400729181274,0.16078046435225066,0.05538973136481099,0.3164951972304842,0.2864514765875144,0.2218456937604629,0.1752076324215385,0.5076344098888343,0.4923655901111656,0.7735428564192826,0.22645714358071747,0.5607189319224088,0.43928106807759115,0.13781289789060552,0.5637478177546171,0.2984392843547773
Herbert,0.067482983266118,0.6989361119728462,0.16609792149491778,0.067482983266118,0.33421759115423527,0.2531765568115734,0.23138079646934176,0.18122505556484955,0.5043554591062317,0.49564454089376825,0.9090752767820531,0.09092472321794685,0.5376017032925253,0.46239829670747473,0.16990523114049422,0.5370277268042533,0.2930670420552525
Hindmarsh,0.07823180162650302,0.6812020821899583,0.1623343145570357,0.07823180162650302,0.26955287437899217,0.23401703335699078,0.24777146912704046,0.2486586231369766,0.5127484336148287,0.48725156638517136,0.7598824561614365,0.2401175438385635,0.5441205882745104,0.4558794117254897,0.10481612520312086,0.4945892060711528,0.40059466872572635
Hinkler,0.06550130600763512,0.7300152128361893,0.13898217514854042,0.06550130600763512,0.19518563786726773,0.19304274671026525,0.25620247940443497,0.35556913601803203,0.5162301992846193,0.48376980071538067,0.9458681724400043,0.054131827559995654,0.5452910398953564,0.45470896010464357,0.17710547608925217,0.6014509647955895,0.22144355911515834
Holt,0.03252693213310829,0.8094017628305308,0.12554437290325268,0.03252693213310829,0.35502134029812715,0.31313702382469105,0.2023426551153013,0.1294989807618805,0.5003210898707613,0.49967891012923865,0.564716011058835,0.43528398894116505,0.5518783309502144,0.4481216690497855,0.12514090985656348,0.537802713243583,0.33705637689985357
Hotham,0.10134787529581232,0.6157306013258271,0.18157364808254817,0.10134787529581232,0.3549176257074011,0.25070970036236107,0.19409921703035618,0.20027345689988166,0.4985094335847622,0.5014905664152378,0.4616190286665899,0.5383809713334101,0.5517682536781504,0.4482317463218496,0.11503544793297119,0.31649019427308717,0.5684743577939416
Hughes,0.10206664530599167,0.5968920217878885,0.19897468760012815,0.10206664530599167,0.2710557917626822,0.28186362013566585,0.2429732887605076,0.2041072993411444,0.5074116654232355,0.49258833457676454,0.7336667688691297,0.26633323113087026,0.6668138447146866,0.33318615528531337,0.1046821830426483,0.48442631697513666,0.4108914999822151
Hume,0.08103018455081873,0.6456229711067669,0.19231665979159568,0.08103018455081873,0.30760884307608843,0.28868393688683935,0.2243139382431394,0.17939328179393282,0.5050876756459449,0.4949123243540551,0.8503934321065167,0.14960656789348328,0.6806065324583843,0.3193934675416157,0.11434729667315148,0.5954177105347871,0.2902349927920615
Hunter,0.07881852476121678,0.6602456055863232,0.1821173448912433,0.07881852476121678,0.2687451570263002,0.232538705805491,0.24253612288618442,0.2561800142820244,0.5022140004698145,0.4977859995301856,0.9580210361321383,0.04197896386786174,0.5580795709460331,0.44192042905396695,0.15213579465198968,0.629353173250207,0.21851103209780331
Indi,0.05774388757121007,0.7390330946733757,0.1454791301842041,0.05774388757121007,0.21322758883490522,0.21651424216442794,0.26913245054142454,0.3011257184592423,0.5078695878912017,0.4921304121087982,0.9466752891565453,0.05332471084345466,0.4943852637800262,0.5056147362199739,0.16542984640418135,0.555928108281354,0.2786420453144646
Isaacs,0.09744544351554839,0.6290325261355892,0.17607658683331395,0.09744544351554839,0.28313783507696644,0.2729648807636761,0.23067385254852232,0.21322343161083518,0.507879048343196,0.4921209516568041,0.5763655413807397,0.42363445861926036,0.5435611973713268,0.45643880262867326,0.11520609629373052,0.42214524881653387,0.4626486548897356
Jagajaga,0.13748613626472364,0.5293209226579062,0.19570680481264655,0.13748613626472364,0.2516671812287743,0.2691725841309046,0.24468971904908923,0.23447051559123186,0.511797467742715,0.48820253225728505,0.795372279781448,0.204627720218552,0.49708836704221526,0.5029116329577847,0.08079157785399738,0.3695941486426539,0.5496142735033487
