DivisionNm,upto50k,50to99k,100to150k,150kplus,18to34,35to49,50to64,65plus,female,male,englishonly,nonenglish,christian,noreligion,notertiary,tafe,university
Banks,0.1055868431054141,0.6101648066890094,0.17866150710016238,0.1055868431054141,0.28892883039943223,0.25302775506425784,0.2380085471404107,0.22003486739589923,0.5096963111659515,0.4903036888340485,0.5147024759355536,0.4852975240644464,0.6493747940821162,0.3506252059178839,0.11996109496578232,0.40142495547014156,0.4786139495640761
Barton,0.09793767602434814,0.622603797583356,0.18152085036794766,0.09793767602434814,0.35088999906245394,0.258186785958239,0.20054779475777829,0.19037542022152873,0.501745171874656,0.4982548281253441,0.39401989467524867,0.6059801053247513,0.5972666077378119,0.4027333922621881,0.13242753804440263,0.33678175869693544,0.530790703258662
Bennelong,0.13986180039417756,0.517488661458457,0.20278773775318784,0.13986180039417756,0.32029729482607733,0.2827501077628434,0.20904032289666524,0.18791227451441408,0.510919474108086,0.4890805258919139,0.4543216063976989,0.5456783936023011,0.5338118084539273,0.4661881915460727,0.08978064516129032,0.2702193548387097,0.64
Berowra,0.18020394559559771,0.4447375512345942,0.19485455757421039,0.18020394559559771,0.21553245734457738,0.26830495323038617,0.2668980277462759,0.24926456167876054,0.5071178575641984,0.49288214243580164,0.6871888829762154,0.31281111702378467,0.5914310750357423,0.40856892496425773,0.07610859728506787,0.3511990950226244,0.5726923076923077
Blaxland,0.0499884286044897,0.7728920774512072,0.1271310653398133,0.0499884286044897,0.3617424639901502,0.2499807621006387,0.21451307127816605,0.17376370263104507,0.48829305536409234,0.5117069446359077,0.2655172613766187,0.7344827386233813,0.6718469882957465,0.3281530117042535,0.22101965977386168,0.3885733930936131,0.3904069471325252
Bradfield,0.23443231686733432,0.36248452796219194,0.16865083830313943,0.23443231686733432,0.2259891364730572,0.2872430714153447,0.24469168569841368,0.24207610641318436,0.5173750879246242,0.4826249120753758,0.6033066906917144,0.3966933093082856,0.5107265354817176,0.48927346451828235,0.07148907170325658,0.2260526700092489,0.7024582582874945
Calare,0.08672447013487476,0.6456069364161849,0.1809441233140655,0.08672447013487476,0.25575465302600764,0.23117989646246764,0.2511555528164674,0.2619098976950573,0.49933226969213496,0.500667730307865,0.9476293751479441,0.05237062485205586,0.6340039368765222,0.3659960631234778,0.18405731125859548,0.5418813043582433,0.27406138438316124
Chifley,0.048649030730353954,0.748961812366361,0.15374012617293115,0.048649030730353954,0.33606307739162805,0.29661940374268214,0.20985415045176137,0.15746336841392847,0.5045134214902209,0.49548657850977906,0.49502333809330973,0.5049766619066902,0.7365264961375455,0.26347350386245455,0.16754360754316538,0.40776645369531095,0.42468993876152367
Cook,0.15102529998976894,0.5178093804352593,0.18014001958520295,0.15102529998976894,0.25014334378899794,0.25080103882087085,0.2441482006138487,0.2549074167762825,0.513978106097104,0.48602189390289596,0.7719081173279646,0.22809188267203534,0.6664513350559862,0.3335486649440138,0.11190089850088397,0.4680075561260323,0.42009154537308374
Cowper,0.07278329829925473,0.7113032677240588,0.14313013567743169,0.07278329829925473,0.205506760235983,0.20512424416295186,0.2568816112753969,0.3324873843256683,0.5171410945624394,0.4828589054375606,0.940820198022298,0.05917980197770201,0.544214256327224,0.455785743672776,0.17673086031815713,0.5516110026455332,0.27165813703630964
Cunningham,0.11157682240432484,0.583990556515491,0.19285579867585922,0.11157682240432484,0.300940195492341,0.2365783405666017,0.23054587237874893,0.23193559156230834,0.507870825678994,0.492129174321006,0.8257098813410021,0.17429011865899788,0.5544218398254821,0.4455781601745179,0.10874248781040935,0.4624900782401633,0.42876743394942735
Dobell,0.07421998441022183,0.693997935407757,0.15756209577179936,0.07421998441022183,0.25435653899172117,0.2388984948327105,0.2397749818726544,0.2669699843029139,0.5160707481655379,0.48392925183446206,0.9308011067666048,0.06919889323339526,0.5681691972206797,0.43183080277932034,0.1495016187829811,0.5950875672368522,0.25541081398016674
Eden-Monaro,0.10367827044076819,0.6012058287197516,0.19143763039871203,0.10367827044076819,0.23101942052667965,0.2351596379862988,0.27487272955816733,0.25894821192885425,0.4997430833709938,0.5002569166290062,0.9158224922406393,0.08417750775936077,0.5374289633548893,0.46257103664511073,0.14620226408004133,0.5016205552163089,0.3521771807036498
Farrer,0.066243472919013,0.7298453977679943,0.13766765639397974,0.066243472919013,0.2459713701431493,0.22004833612195576,0.2540844023052612,0.2798958914296338,0.5045114258647381,0.4954885741352619,0.9066474621911889,0.0933525378088111,0.6174565587166061,0.3825434412833939,0.20138110059604067,0.5461395970109757,0.2524793023929836
Fowler,0.04760069377529389,0.7768906753296809,0.1279079371197313,0.04760069377529389,0.3083102615457116,0.24326254712535345,0.24597961828463713,0.20244757304429783,0.5062095514715629,0.4937904485284372,0.2689289026371315,0.7310710973628686,0.7395401753970136,0.2604598246029865,0.21022605936727784,0.45022727966075843,0.33954666097196373
Gilmore,0.08506404954058706,0.6775837785875567,0.15228812233126915,0.08506404954058706,0.19147093596801038,0.19254026944191335,0.26215237248951373,0.35383642210056254,0.5072093804390974,0.49279061956090264,0.9500287529079645,0.049971247092035445,0.5377338002551783,0.4622661997448218,0.1617872243172209,0.5546223288766998,0.2835904468060793
Grayndler,0.19878493868020766,0.4096864869766282,0.1927436356629565,0.19878493868020766,0.32532740579058866,0.29823618154972076,0.212011298709636,0.16442511395005457,0.5122768375450305,0.48772316245496944,0.7506859782570943,0.24931402174290576,0.4084416528318631,0.5915583471681368,0.08860523425682257,0.25544458028554257,0.6559501854576348
Greenway,0.09247720863120613,0.609169016855775,0.20587656588181283,0.09247720863120613,0.3157043430404639,0.3450069464485862,0.19689658181037203,0.14239212870057785,0.49695848053030606,0.503041519469694,0.5004499602360721,0.49955003976392787,0.6941590677605883,0.30584093223941167,0.11757816963095555,0.3613703012529992,0.5210515291160452
Hughes,0.1219212201346822,0.547108022508533,0.20904953722210265,0.1219212201346822,0.25713835542094854,0.28026470124822744,0.2449887081808792,0.21760823514994485,0.5073053892215569,0.4926946107784431,0.8189704395203732,0.18102956047962687,0.6477135936037094,0.3522864063962906,0.08624191830364884,0.4975352374346652,0.41622284426168593
