Start Date,End Date,Pollster,Mode,Scope,Sample,LNC,ALP,GRN,PHON,UND,L-NP 2pp,ALP 2pp,L-NP r/a,ALP r/a
"Mar 11, 2020","May 16, 2020",Newspoll,Online,University,"3,072",43,34,15,1,,50,50,,
"Jun 3, 2020","Aug 8, 2020",Newspoll,Online,University,"2,546",41,35,16,1,,48,52,,
"Aug 26, 2020","Nov 28, 2020",Newspoll,Online,University,"3,235",42,35,14,1,,49,51,,
"Jan 27, 2021","Mar 27, 2021",Newspoll,Online,University,"2,448",42,36,14,1,,49,51,,
"Apr 21, 2021","Jun 26, 2021",Newspoll,Online,University,"2,424",41,38,13,1,,48,52,,
"Jul 14, 2021","Sep 18, 2021",Newspoll,Online,University,"2,741",39,39,13,1,,46,54,,
"Sep 29, 2021","Dec 4, 2021",Newspoll,Online,University,"2,741",39,37,13,1,,48,52,,
"Jan 25, 2022","Mar 12, 2022",Newspoll,Online,University,"2,604",36,40,12,1,,45,55,,
