Start Date,End Date,Pollster,Mode,Scope,Sample,LNC,ALP,GRN,PHON,UND,L-NP 2pp,ALP 2pp,L-NP r/a,ALP r/a
"Mar 11, 2020","May 16, 2020",Newspoll,Online,No religion,"1,741",32,37,19,4,,42,58,,
"Jun 3, 2020","Aug 8, 2020",Newspoll,Online,No religion,"2,786",33,38,16,4,,43,57,,
"Aug 26, 2020","Nov 28, 2020",Newspoll,Online,No religion,"3,541",34,39,16,3,,43,57,,
"Jan 27, 2021","Mar 27, 2021",Newspoll,Online,No religion,"2,691",33,40,15,3,,42,58,,
"Apr 21, 2021","Jun 26, 2021",Newspoll,Online,No religion,"2,679",32,39,17,3,,42,58,,
"Jul 14, 2021","Sep 18, 2021",Newspoll,Online,No religion,"2,893",30,42,15,4,,40,60,,
"Sep 29, 2021","Dec 4, 2021",Newspoll,Online,No religion,"2,893",29,42,15,2,,40,60,,
"Jan 25, 2022","Mar 12, 2022",Newspoll,Online,No religion,"2,799",27,45,13,3,,38,62,,
